,descripteur,disparition,envergure,espece,famille,genre,image,localisation,ordre,poids,taille,text,title,id,class_bird,french name
173,"Wilson, A, 1811",LC,  14 à 17 cm.,pusilla,"
 ",Parulidés,https://www.oiseaux.net/photos/serge.nicolle/images/paruline.a.calotte.noire.seni.1p.jpg,,Passériformes,  5 à 10 g,  12 cm,"Chez le mâle de la race nominale, le centre du capuchon est noir, formant une tache bien visible. Le front, le sourcil, la gorge et la sous-moustache composent un ensemble jaune-citron éclatant. Le reste des parties inférieures est également jaune-citron brillant mais est cependant légèrement nuancé de verdâtre. La nuque, les couvertures auriculaires, les côtés du cou et les parties supérieures affichent une teinte vert-olive jaunâtre brillant. Les ailes et la queue ont une apparence plus sombre avec du vert-olive sur la bordure des plumes. Les liserés verdâtres sont plus larges sur les couvertures, les tertiaires et les rectrices centrales. Le bec est noirâtre, avec une tache chair à la base de la mandibule inférieure. Les pattes sont rosâtres. Le mâle n'a pas de plumage nuptial particulier, sa livrée reste semblable pendant toute l'année. 
La femelle adulte est semblable à son partenaire. Néanmoins, la tache centrale noire et brillante est presque absente sur le capuchon. L'apport de noir sur le sommet de la tête varie de quelques rares plumes jusqu'à une calotte complète. Dans ce dernier cas, cette dernière est plus terne, moins développée et est souvent mouchetée de vert-olive. La femelle est semblable toute l'année. 
Les mâles de première année ressemblent aux adultes après la mue, mais leurs rectrices sont plus pointues. Les rémiges, l'alula et les couvertures primaires paraissent plus usés au printemps. Le plumage semble aussi plus terne, ce qui est un bon moyen de les différencier des adultes, surtout dans la race chryseola où ces derniers sont particulièrement brillants. En plumage non nuptial, les femelles de première année n'ont pas de calotte noire. Dès qu'arrive la période de reproduction, elles acquièrent un peu de noir, mais dans une proportion encore inférieure à celle des femelles adultes. 
Les juvéniles ont une tête et un dessus ternes, de couleur brun-olive pâle avec quelques mouchetures rousses. La gorge, la poitrine et les flancs sont brun-olive terne devenant plus jaune sur le ventre et les sous-caudales. Les grandes et les moyennes couvertures ont des pointes chamois clair, formant 2 vagues barres alaires. Le bec est chamois rosâtre, les pattes sont un peu plus pâles que celles des parents.",Paruline à calotte noire,180,180.Wilson_Warbler,Paruline à calotte noire
174,,,,,,,https://www.oiseaux.net/photos/hans.spiecker/images/id/paruline.a.ailes.dorees.hasp.3p.152.h.jpg,https://www.oiseaux.net/maps/images/paruline.a.ailes.dorees.1.200.w.png,,,,Paruline à ailes dorées (Vermivora chrysoptera) est un oiseau qui appartient à la famille des Parulidés.,Paruline à ailes dorées,166,166.Golden_winged_Warbler,Paruline à ailes dorées
175,,,,,,,https://www.oiseaux.net/photos/ricketdi/images/paruline.a.ailes.bleues.fori.1p.152.h.jpg,https://www.oiseaux.net/maps/images/paruline.a.ailes.bleues.1.200.w.png,,,,Paruline à ailes bleues (Vermivora cyanoptera) est un oiseau qui appartient à la famille des Parulidés.,Paruline à ailes bleues,161,161.Blue_winged_Warbler,Paruline à ailes bleues
176,"Linnaeus, 1758",LC,  23 à 30 cm.,galbula,"
 ",Ictéridés,https://www.oiseaux.net/photos/denis.chavigny/images/oriole.du.nord.dcha.1p.jpg,,Passériformes,  30 à 40 g,  22 cm,"Les orioles du Nord sont sexuellement dimorphiques. Les mâles sont 1 à 5% plus grands que leur partenaire. Les mâles adultes ont une tête et un dos noir. Le bec est noir, hormis la mandibule inférieure et le bord tranchant de la mandibule supérieure qui sont bleu-gris. La poitrine, le croupion et les parties inférieures sont orange brillant. La poitrine présente une teinte plus éclatante. Les ailes sont noires avec une barre orange vif au niveau des épaulettes et une évidente barre blanche au niveau des grandes couvertures. La queue est orange avec des stries noires. La paire de rectrices centrales est entièrement noire. Les femelles adultes sont plus claires que leur partenaire, présentant un plumage brun-olive à orange. Les ailes sont brunes avec des barres blanches. Le bec est gris. La tête peut afficher quelques traces de noir. La queue est gris-olive avec des bases jaunes ou orange sur les rectrices extérieures. Les juvéniles ont un plumage variable mais ils ressemblent généralement aux femelles adultes. Les jeunes mâles mettent plus d'un an pour acquérir leur plumage adulte.",Oriole du Nord,95,095.Baltimore_Oriole,Oriole du Nord
177,"Linnaeus, 1758",,  147 à 180 cm.,anser,"
 ",Anatidés,https://www.oiseaux.net/photos/denis.chavigny/images/oie.cendree.dcha.2p.jpg,,Ansériformes,  2070 à 3960 g,  89 cm,"L'oie cendrée est un élégant palmipède et la souche sauvage de notre oie domestique mais il n'en possède pas la silhouette massive. L'ensemble du plumage est gris-brun avec des reflets blancs sur le dessus, gris plus clair tacheté de noir sur le dessous. Le ventre et le dessous de la queue sont blancs. Le dessus de la queue, courte, est blanc et gris. Lorsqu'elle est en vol, on perçoit parfaitement la face antérieure des ailes grises. L'épais bec orange clair revêt une forme particulière avec son onglet blanchâtre à l'extrémité. Enfin, les pattes palmées sont roses.",Oie cendrée,249,249.Oie_cendre,Oie cendrée
178,"Linnaeus, 1766",LC,  94 à 110 cm.,ridibundus,"
 ",Laridés,https://www.oiseaux.net/photos/denis.chavigny/images/mouette.rieuse.dcha.1p.jpg,,Charadriiformes,  225 à 350 g,  43 cm,"La Mouette rieuse est un laridé de taille moyenne, élancé et élégant. L'adulte en plumage nuptial se reconnaît à son capuchon brun noir, paraissant noir de loin. Ce dernier couvre peu la nuque. Les parties supérieures sont d'un gris assez clair. Les parties inférieures sont toutes blanches. Les extrémités noires des rémiges primaires pointent vers l'arrière. La queue est blanche. Bec et pattes sont rouge sombre. Deux croissants blancs cernent l'œil sombre.
Au vol, le patron noir et blanc de la main est typique.
L'adulte en plumage d'hiver a perdu son capuchon dont il ne reste que des traces, deux taches sombres devant l'œil, deux autres sur les oreilles en arrière des yeux, une vague bande sombre matérialisant l'arrière de la calotte et souvent une autre bande entre les yeux. Malgré cela, la tête paraît blanche à distance. Bec et pattes sont d'un rouge plus vif.
Avec ses taches sombres sur la tête, le juvénile rappelle l'adulte, mais l'ensemble des parties supérieures est très marqué de brun, couleur qui remonte du manteau sur le bas du cou formant une ébauche de collier. La queue est blanche et terminée de noir. Bec et pattes sont jaunâtres, le premier avec une pointe sombre.
Dès le premier hiver, le plumage va s'éclaircir. Du gris apparaît sur le dos. Le brun persistera surtout sur les couvertures alaires, petites et moyennes, et sur les tertiaires. Bec et pattes deviennent un peu orange. 
Le plumage adulte ne sera acquis que dans la 3e année civile. Entretemps, on assiste à l'évolution du plumage qui perd progressivement le brun initial, caractère d'immaturité, pour devenir de plus en plus gris et blanc. Le capuchon brun est en principe l'apanage d'oiseaux de deux ans au moins. Mais certains individus peuvent développer un capuchon plus ou moins accompli dès le premier été. Il convient alors de bien regarder l'ensemble du plumage pour déceler d'éventuels caractères immatures, comme l'extrémité de la queue sombre, avant de conclure sur l'âge de tels oiseaux.",Mouette rieuse,248,248.Mouette_rieuse,Mouette rieuse
179,"Phipps, 1774",,  106 à 118 cm.,eburnea,"
 ",Laridés,https://www.oiseaux.net/photos/archibald.thorburn/images/mouette.blanche.arth.0p.jpg,https://www.oiseaux.net/maps/images/mouette.blanche.1.200.w.png,Charadriiformes,  448 à 687 g,  48 cm,"Cette belle mouette du Haut-Arctique a une silhouette qui rappelle celle de la Mouette tridactyle, encore qu'elle soit un peu plus grande et plus robuste, que son corps soit plus long et qu'en vol, ses ailes soient un peu plus longues et larges. L'adulte est entièrement blanc. Ses seules marques de coquetterie sont son iris sombre, ses courtes pattes noires, son bec jaunâtre à base grisâtre ou jaunâtre avec une petite tache orange juste à son extrémité. Les juvéniles et les individus de premier hiver ont un semis de plumes à bout noir, notamment sur le dessus. Ils présentent une queue avec une bande terminale noire, leur face est tachée de sombre et leur bec affiche une teinte grisâtre avec un bout jaune. Dès le deuxième été, ces marques distinctives s'estompent et disparaissent mais la face conserve encore une légère coloration grisâtre et le bec devient entièrement jaunâtre.",Mouette blanche,63,063.Ivory_Gull,Mouette blanche
180,,,,,,,https://www.oiseaux.net/photos/michel.lamarche/images/id/moucherolle.vert.mila.2p.152.h.jpg,,,,,Moucherolle vert (Empidonax virescens) est un oiseau qui appartient à la famille des Tyrannidés.,Moucherolle vert,37,037.Acadian_Flycatcher,Moucherolle vert
181,"Baird, WM  Baird, SF, 1843",,  - ,minimus,"
 ",Tyrannidés,https://www.oiseaux.net/photos/denis.chavigny/images/moucherolle.tchebec.dcha.1p.jpg,https://www.oiseaux.net/maps/images/moucherolle.tchebec.1.200.w.png,Passériformes,  8 à 13 g,  14 cm,Moucherolle tchébec (Empidonax minimus) est un oiseau qui appartient à la famille des Tyrannidés.,Moucherolle tchébec,39,039.Least_Flycatcher,Moucherolle tchébec
182,"Latham, 1790",LC,  26 à 28 cm.,phoebe,"
 ",Tyrannidés,https://www.oiseaux.net/photos/denis.chavigny/images/moucherolle.phebi.dcha.1p.jpg,,Passériformes,  16 à 21 g,  12 à 17 cm,"Chez les adultes, les parties supérieures sont olive grisâtre. Cependant, le capuchon est plus sombre et contraste avec le dos. Les ailes sont d'un olive grisâtre qui tend plus vers le noir si bien que les bordures pâles des plumes sont plus visibles. Les liserés blanchâtres des secondaires forment d'ailleurs parfois une bande claire sur l'aile fermée. 
La gorge est blanche mais on aperçoit souvent un lavis grisâtre qui traverse la poitrine. Le ventre blanchâtre est parfois nuancé de jaune pâle. Les iris sont sombres, le bec et les pattes noirs. Le mâle et la femelle sont identiques. Toutefois, cette dernière est légèrement plus petite que son partenaire (voir données biométriques). 
Les juvéniles ont des terminaisons chamois clair sur les plumes des couvertures alaires, ce qui forme deux vagues barres alaires.",Moucherolle phébi,103,103.Sayornis,Moucherolle phébi
183,"Baird, WM  Baird, SF, 1843",,  - ,flaviventris,"
 ",Tyrannidés,https://www.oiseaux.net/photos/serge.nicolle/images/moucherolle.a.ventre.jaune.seni.0p.jpg,https://www.oiseaux.net/maps/images/moucherolle.a.ventre.jaune.1.200.w.png,Passériformes,  9 à 16 g,  15 cm,Moucherolle à ventre jaune (Empidonax flaviventris) est un oiseau qui appartient à la famille des Tyrannidés.,Moucherolle à ventre jaune,43,043.Yellow_bellied_Flycatcher,Moucherolle à ventre jaune
184,"Nuttall, 1831",,  - ,cooperi,"
 ",Tyrannidés,https://www.oiseaux.net/photos/serge.nicolle/images/moucherolle.a.cotes.olive.seni.2p.jpg,https://www.oiseaux.net/maps/images/moucherolle.a.cotes.olive.1.200.w.png,Passériformes,  32 à 37 g,  20 cm,Moucherolle à côtés olive (Contopus cooperi) est un oiseau qui appartient à la famille des Tyrannidés.,Moucherolle à côtés olive,40,040.Olive_sided_Flycatcher,Moucherolle à côtés olive
185,"Linnaeus, 1758",LC,  29 à 32 cm.,rufum,"
 ",Mimidés,https://www.oiseaux.net/photos/serge.nicolle/images/moqueur.roux.seni.0p.jpg,,Passériformes,  61 à 89 g,  31 cm,"Chez les adultes, le capuchon est brun-roux foncé, devenant plus chaleureux et plus roussâtre sur le dos et sur le croupion. Les scapulaires et les couvertures alaires sont brun rougeâtre, avec de larges terminaisons blanchâtres au niveau des grandes et des petites couvertures, formant deux évidentes barres sur l'aile fermée. Les primaires et les secondaires sont brun foncé. Les rectrices sont brun éclatant. Les lores et les oreillons sont mouchetés de gris-brun. Le menton et la gorge sont blanchâtres. La poitrine est chamois clair avec d'évidentes taches en forme de gouttes, noirâtres sur le centre et brun rougeâtre sur les côtés. Le ventre est blanc presque uni. Les flancs sont chamois blanchâtre avec quelques rares taches allongées. La zone anale affiche une teinte chamois. Le dessous des ailes est chamois clair avec des marques sombres. L'iris est jaunâtre. Le bec et les pattes sont brunâtres.

Les juvéniles sont semblables aux adultes mais leur plumage présente un aspect plus ébouriffé, en particulier sur les sus-caudales. L'iris est grisâtre ou olive grisâtre.",Moqueur roux,149,149.Brown_Thrasher,Moqueur roux
